"1972.04.08 - Wembley Empire Pool - London, ENG",3.318181818181818
"1972.04.11 - City Hall - Newcastle, ENG",3.2592592592592595
"1972.04.14 - Tivoli Concert Hall - Copenhagen, DEN",3.4137931034482762
"1972.04.16 - Aarhus University - Aarhus, DEN",3.269230769230769
"1972.04.17 - Tivoli Concert Hall - Copenhagen, DEN",3.304347826086956
"1972.04.21 - Beat Club - Bremen, WGER",3.4
"1972.04.24 - Rheinhalle - Dusseldorf, WGER",3.269230769230769
"1972.04.26 - Jahrhundert Halle - Frankfurt, WGER",3.5
"1972.04.29 - Musikhalle - Hamburg, WGER",3.3636363636363633
"1972.05.03 - Olympia Theatre - Paris, FRA",3.4375
"1972.05.04 - Olympia Theater - Paris, FRA",3.4827586206896557
"1972.05.07 - Bickershaw Festival - Wigan, ENG",3.3333333333333335
"1972.05.10 - Concertgebouw - Amsterdam, HOL",3.40625
1972.05.11 - Grote Zaal De Doelen - Rotterdam - HOL,3.344827586206897
"1972.05.13 - Lille Fairgrounds - Lille, FRA",3.269230769230769
1972.05.16 - La Grande Salle Du Grand Theatre - Luxembourg,3.25
"1972.05.18 - Kongressaal - Munich, WGER",3.2399999999999998
"1972.05.24 - Lyceum Theater - London, ENG",3.1923076923076925
"1972.05.25 - Lyceum Theater - London, ENG",3.444444444444444
"1972.05.26 - Lyceum Theatre - London, ENG",3.354838709677419
Winterland 1977: The Complete Recordings (6/7/77),3.5454545454545454
Winterland 1977: The Complete Recordings (6/8/77),3.5217391304347827
Winterland 1977: The Complete Recordings (6/9/77),3.608695652173913
Dave's Picks Vol. 3,3.354838709677419
Dave's Picks Vol. 1,3.590909090909091
Sunshine Daydream,3.5714285714285716
Road Trips Volume 4 Number 3,3.4642857142857144
Road Trips 2011 Bonus Disc,3.2
Download Series Vol. 2,3.2222222222222223
"1972.05.23 - Lyceum Theatre - London, ENG",3.4
"Family Dog at the Great Highway, San Francisco, CA 4-18-70 ",3.1176470588235294
Dave's Picks Vol. 8,3.5416666666666665
Road Trips Full Show: Spectrum 11/5/79,3.523809523809524
Road Trips Full Show: Spectrum 11/6/79,3.3888888888888884
Download Series Vol. 3,3.3333333333333335
Download Series Vol. 4,3.5172413793103443
Download Series Vol. 7,3.411764705882353
Download Series Vol. 9,3.0714285714285716
"1982-09-15 - Capital Center, Landover, MD (AUD)",5.0
To Terrapin: Hartford '77,3.380952380952381
1966.07.03 - Fillmore Auditorium San Francisco California,4.0
Winterland 1973 Complete Recordings (1973-11-09),3.3600000000000003
Winterland 1973 Complete Recordings (1973-11-10),3.5416666666666665
Winterland 1973 Complete Recordings (1973-11-11),3.4347826086956523
Winterland 1973 Recordings (Bonus Disc),3.3333333333333335
Download Series Vol. 11,3.25
Truckin' Up to Buffalo,3.3333333333333335
Fillmore West 1969 - The Complete Recordings (2/27/69),3.8
Fillmore West 1969 - The Complete Recordings (2/28/69),3.25
Fillmore West 1969 - The Complete Recordings (3/1/69),3.3636363636363633
Fillmore West 1969 - The Complete Recordings (3/2/69),3.2857142857142856
Fillmore West 1969 - The Complete Recordings (Bonus),3.0
Download Series Vol. 8,3.380952380952381
"1988-09-03 - Capital Center, Landover, MD (AUD)",3.3636363636363633
"1983-04-09 - Hampton Coliseum, Hampton, VA (SB)",3.4545454545454546
"1979-05-04 - Hampton Coliseum, Hampton VA (AUD)",3.6363636363636367
"1984-04-14 - Hampton Coliseum, Hampton, VA (AUD)",3.3333333333333335
"1987-03-22 - Hampton Coliseum, Hampton, VA (SB)",3.166666666666667
"1985-03-22 - Hampton Coliseum, Hampton, VA (AUD)",3.0869565217391304
"1985-03-21 - Hampton Coliseum, Hampton, VA (AUD)",3.25
"1986-03-19 - Hampton Coliseum, Hampton, VA (AUD)",3.1904761904761907
"1986-03-20 - Hampton Coliseum, Hampton, VA (AUD)",3.444444444444444
"1986-03-21 - Hampton Coliseum, Hampton, VA (AUD)",3.3125
